rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,adp_espn,adp_ffc_equiv_espn,adp_price_used,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,age_2026,mu_star_z,mu_star,theta_star_mu_star,theta_used,proj,w_market,w_history,w_projection,post_var,arm,value_prior,view_shift_player,value_post_views,struct_shift,value_ranked,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_ref_positional,floor_ref_source,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers,from_s01_delta_rb
11,Omarion Hampton,LAC,RB,19.8,11,20,9,22.08,21.077558739681457,19.8,soph,1,9.0,15.077777777777776,1.0,14.434106455309395,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,14.602197160967599,23.463381245722108,0.05168311527354,14.869249338015592,14.547741274297035,14.547741274297035,,,,,11.442449765890137,theta_star,14.547741274297035,1.4018069805623732,15.949548254859408,1.4,17.349548254859407,1.0696938705017496,7.4745791409013185,9.874969113958088,18.0,0.5,0.0,0.6111111111111112,False,6.075,6.0,top70,0.0,9.874969113958088,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.4018069805623725,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
12,Travis Etienne Jr.,NO,RB,37.1,19,39,27,50.15,49.702296406664395,37.1,vet,4,66.0,13.299372549019608,2.6470588235294117,13.416324058711414,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,13.364914045332718,27.59753593429158,-0.08314855267090172,11.486699965824352,12.56809216591584,12.56809216591584,,,,,6.582947187996207,theta_star,12.56809216591584,3.0655262672673267,15.633618433183166,1.4,17.033618433183165,0.8113536336269288,7.4745791409013185,9.559039292281845,54.0,0.907,6.325,0.3148148148148148,True,6.075,6.0,top70,0.25,9.584039292281846,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.065526267267327,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
13,Saquon Barkley,PHI,RB,18.7,10,19,6,17.01,14.332959804660137,18.7,vet,8,106.0,16.696799719887956,2.9766536964980546,15.48991409805029,11.74653700580229,39.64076972639763,13.317225908083909,0.5313338605156411,16.05554052323613,29.557837097878167,-0.09997751180123063,13.347552974729462,14.485861981002143,14.485861981002143,,,,,6.241332854982771,theta_star,14.485861981002143,0.7520690094989266,15.23793099050107,1.4,16.63793099050107,1.2491329848121426,7.4745791409013185,9.16335184959975,54.0,0.852,7.175,0.2777777777777778,True,6.075,6.0,top70,1.0999999999999996,9.273351849599749,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.7520690094989284,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
14,Rashee Rice,KC,WR,11.4,7,12,-2,22.61,21.077558739681457,11.4,vet,3,27.0,18.79970238095238,2.3333333333333335,16.94065359477124,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,17.625455966033506,26.360027378507873,-0.02554489802213598,16.72278274187241,16.860398317016788,16.860398317016788,,,,,6.810573101316178,theta_star,16.860398317016788,0.6398008414916063,17.500199158508394,0.0,17.500199158508394,1.3048537371403144,7.920755406757527,9.579443751750867,48.0,0.583,0.0,0.5,True,4.65,4.6875,top70,-4.65,9.114443751750867,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.6398008414916063,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
15,Derrick Henry,BAL,RB,16.1,9,17,2,20.91,21.077558739681457,16.1,vet,10,152.0,17.48787907538382,2.9941463414634146,15.48991409805029,11.74653700580229,39.64076972639763,13.239422929148768,0.5298744960616499,16.42920838987039,32.6570841889117,-0.1019318701022357,13.813780775507619,14.701921075122055,14.701921075122055,,,,,6.224190376419011,theta_star,14.701921075122055,-1.7763568394002505e-15,14.701921075122053,1.4,16.101921075122053,1.764113144956838,7.4745791409013185,8.627341934220734,54.0,0.944,10.125,0.2037037037037037,True,6.075,6.0,top70,4.05,9.032341934220733,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
16,CeeDee Lamb,DAL,WR,11.3,6,11,-5,10.59,11.220683505587504,11.3,vet,6,93.0,17.72019257703081,2.9076923076923076,17.439970562535834,10.782394134943546,43.140579588937385,14.836707266036667,0.579126763028035,17.55790850884714,27.40041067761807,-0.046596258804945674,15.709106812150623,16.711496333153775,16.711496333153775,,,,,6.244373013062324,theta_star,16.711496333153775,-0.35574816657688757,16.355748166576888,0.0,16.355748166576888,1.2494371745972588,7.920755406757527,8.43499275981936,54.0,0.833,9.075,0.2037037037037037,True,4.65,4.6875,top70,4.424999999999999,8.877492759819361,,0.0,0.0,0.0,-0.35574816657688757,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
17,Chase Brown,CIN,RB,12.2,6,13,-4,26.14,21.905821305289543,12.2,vet,3,40.0,15.10171068427371,2.3333333333333335,16.783941579810566,11.74653700580229,39.64076972639763,16.988901311313267,0.5912177543223429,16.096275456584674,26.4476386036961,-0.04985838368927425,13.181766249608296,15.311436259005827,15.311436259005827,,,,,6.94476122963473,theta_star,15.311436259005827,1.7763568394002505e-15,15.311436259005829,1.4,16.71143625900583,1.8634324819583254,7.4745791409013185,9.23685711810451,54.0,0.833,1.45,0.42592592592592593,True,6.075,6.0,top70,-4.625,8.77435711810451,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
18,Kenneth Walker,KC,RB,26.5,14,26,8,24.82,21.905821305289543,26.5,vet,4,58.0,13.085563874034461,2.6470588235294117,14.434106455309395,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,13.841308702396379,25.864476386036962,-0.03191461738651105,12.210889828156173,13.456815979565349,13.456815979565349,,,,,6.582947187996207,theta_star,13.456815979565349,1.6465920102173275,15.103407989782676,1.4,16.503407989782676,1.2828627350574386,7.4745791409013185,9.028828848881357,54.0,0.796,3.125,0.3888888888888889,True,6.075,6.0,top70,-2.95,8.733828848881357,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6465920102173257,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
19,Ashton Jeanty,LV,RB,14.1,7,15,-4,17.84,14.332959804660137,14.1,soph,1,17.0,14.41764705882353,1.0,15.781450991037447,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,15.425302196857587,22.748802190280628,0.07556472686361644,14.85328276004145,15.53906571229092,15.53906571229092,,,,,11.442449765890137,theta_star,15.53906571229092,-1.1195328561454598,14.41953285614546,1.4,15.819532856145461,1.6913345149533652,7.4745791409013185,8.344953715244142,18.0,0.944,7.6,0.2777777777777778,False,6.075,6.0,top70,0.0,8.344953715244142,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.1195328561454598,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
20,Cam Skattebo,NYG,RB,30.6,16,32,12,42.95,33.76254598473099,30.6,soph,1,8.0,15.9625,1.0,13.416324058711414,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,14.081241844794953,24.569472963723477,0.009738780181147443,14.724020194250137,13.757820655711054,13.757820655711054,,,,,11.442449765890137,theta_star,13.757820655711054,0.3310896721444738,14.088910327855528,1.4,15.488910327855528,1.6913345149533652,7.4745791409013185,8.014331186954209,18.0,0.444,0.0,0.6111111111111112,False,6.075,6.0,top70,0.0,8.014331186954209,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.33108967214447294,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
21,Drake London,ATL,WR,10.6,5,10,-11,18.86,14.332959804660137,10.6,vet,4,60.0,15.664333660130719,2.6470588235294117,17.943725961538462,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,17.036142696895674,25.10609171800137,0.030516267387823384,15.037687784243868,16.786631759501933,16.786631759501933,,,,,6.489179463816703,theta_star,16.786631759501933,-0.9433158797509638,15.84331587975097,0.0,15.84331587975097,1.2736933955839513,7.920755406757527,7.9225604729934425,54.0,0.833,4.575,0.37037037037037035,True,4.65,4.6875,top70,-0.07500000000000018,7.915060472993442,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.9433158797509666,-0.0,-0.0,-0.0,0.0
22,Jeremiyah Love,ARI,RB,25.6,13,25,3,19.34,21.077558739681457,25.6,rookie,0,0.0,,0.0,14.434106455309395,13.882089022740637,35.36523585755328,inf,1.0,14.434106455309395,21.253935660506503,0.02643821379475189,,14.434106455309395,14.434106455309395,,,,,13.882089022740637,theta_star,14.434106455309395,-0.5170532276546975,13.917053227654698,1.4,15.317053227654698,1.8629337765162666,7.4745791409013185,7.84247408675338,,,,,False,6.075,6.0,top70,0.0,7.84247408675338,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.5170532276546974,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
23,Kyren Williams,LAR,RB,32.2,17,33,10,42.54,33.76254598473099,32.2,vet,4,53.0,15.882892156862745,2.6470588235294117,13.416324058711414,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,14.500587949443492,26.015058179329227,-0.036512987632611474,13.89828664259201,13.628187103067386,13.628187103067386,,,,,6.582947187996207,theta_star,13.628187103067386,0.0,13.628187103067386,1.4,15.028187103067387,1.8142418785812722,7.4745791409013185,7.553607962166068,54.0,0.833,8.95,0.2037037037037037,True,6.075,6.0,top70,2.874999999999999,7.841107962166068,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
24,George Pickens,DAL,WR,21.6,11,22,-2,28.15,22.31095833317905,21.6,vet,4,64.0,14.679516806722688,2.6470588235294117,15.39774859415863,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,15.111770989509903,25.49486652977413,0.013339374053078472,14.134714475310433,14.894847611194216,14.894847611194216,,,,,6.489179463816703,theta_star,14.894847611194216,0.552576194402894,15.44742380559711,0.0,15.44742380559711,1.2736933955839513,7.920755406757527,7.526668398839583,54.0,0.889,6.075,0.35185185185185186,True,4.65,4.6875,top70,1.4249999999999998,7.669168398839583,,0.0,0.0,0.0,-0.0,0.5525761944028923,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
25,A.J. Brown,NE,WR,17.5,9,18,-7,27.19,21.905821305289543,17.5,vet,7,103.0,16.283783478564047,2.953488372093023,16.42261932202348,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,16.36365756657404,29.17180013689254,-0.05678540164692675,14.551751227237903,15.62808626532669,15.62808626532669,,,,,6.203253256747046,theta_star,15.62808626532669,0.0,15.62808626532669,0.0,15.62808626532669,1.7611435570030975,7.920755406757527,7.707330858569163,54.0,0.833,3.875,0.3148148148148148,True,4.65,4.6875,top70,-0.7750000000000004,7.629830858569163,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
26,Justin Jefferson,MIN,WR,13.3,8,14,-12,12.15,11.220683505587504,13.3,vet,6,94.0,15.596991129785248,2.9076923076923076,16.42261932202348,10.782394134943546,43.140579588937385,14.836707266036667,0.579126763028035,16.075134512220863,27.211498973305954,-0.04510648293528478,14.176179326767544,15.477152849556827,15.477152849556827,,,,,6.244373013062324,theta_star,15.477152849556827,0.0,15.477152849556827,0.0,15.477152849556827,1.7669709976485641,7.920755406757527,7.5563974427993,54.0,0.815,4.7,0.3333333333333333,True,4.65,4.6875,top70,0.04999999999999982,7.5613974427993,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
27,Javonte Williams,DAL,RB,36.7,18,38,11,38.91,33.76254598473099,36.7,vet,5,70.0,12.740607210626187,2.8181818181818183,13.416324058711414,11.74653700580229,39.64076972639763,14.066079580334641,0.5449304038355045,13.108825865531724,26.351813826146476,-0.04687771450085186,11.74240686930398,12.654575239314966,12.654575239314966,,,,,6.40104515424054,theta_star,12.654575239314966,0.8827123803425163,13.537287619657482,1.4,14.937287619657482,1.2650143432230858,7.4745791409013185,7.462708478756164,54.0,0.907,6.1499999999999995,0.37037037037037035,True,6.075,6.0,top70,0.07499999999999929,7.470208478756164,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8827123803425172,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
28,Josh Jacobs,GB,RB,24.6,12,24,-4,28.56,22.31095833317905,24.6,vet,7,105.0,16.11477060842508,2.953488372093023,14.434106455309395,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,15.218507880372972,28.553045859000683,-0.09801080562139451,13.013396961923654,13.771031355416776,13.771031355416776,,,,,6.264180313757624,theta_star,13.771031355416776,-0.23420627108335346,13.536825084333422,1.4,14.936825084333423,1.5829314974132802,7.4745791409013185,7.462245943432104,54.0,0.833,5.875,0.2962962962962963,True,6.075,6.0,top70,-0.20000000000000018,7.442245943432104,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.2342062710833552,-0.0,-0.0,1.4
