rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,adp_espn,adp_ffc_equiv_espn,adp_price_used,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,age_2026,mu_star_z,mu_star,theta_star_mu_star,theta_used,proj,w_market,w_history,w_projection,post_var,arm,value_prior,view_shift_player,value_post_views,struct_shift,value_ranked,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_ref_positional,floor_ref_source,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers,from_s01_delta_rb
11,Omarion Hampton,LAC,RB,19.8,11,20,9,22.08,21.077558739681457,21.077558739681457,soph,1,9.0,15.077777777777776,1.0,14.434106455309395,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,14.602197160967599,23.463381245722108,0.05168311527354,14.869249338015592,14.547741274297035,14.547741274297035,,,,,11.442449765890137,theta_star,14.547741274297035,1.4018069805623732,15.949548254859408,1.4,17.349548254859407,1.0696938705017496,7.4745791409013185,9.874969113958088,18.0,0.5,0.0,0.6111111111111112,False,6.1125,6.1125,top70,0.0,9.874969113958088,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.4018069805623725,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
12,Travis Etienne Jr.,NO,RB,37.1,19,39,27,50.15,49.702296406664395,49.702296406664395,vet,4,66.0,13.299372549019608,2.6470588235294117,11.36028003858886,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,12.21267409631825,27.59753593429158,-0.08314855267090172,11.486699965824352,11.415852216901373,11.415852216901373,,,,,6.582947187996207,theta_star,11.415852216901373,3.9873182264788998,15.403170443380272,1.4,16.80317044338027,0.8113536336269288,7.4745791409013185,9.328591302478952,54.0,0.907,6.325,0.3148148148148148,True,6.1125,6.1125,top70,0.21250000000000036,9.349841302478952,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,3.9873182264789007,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
13,Saquon Barkley,PHI,RB,18.7,10,19,6,17.01,14.332959804660137,14.332959804660137,vet,8,106.0,16.696799719887956,2.9766536964980546,15.768437837349294,11.74653700580229,39.64076972639763,13.317225908083909,0.5313338605156411,16.20352961688312,29.557837097878167,-0.09997751180123063,13.347552974729462,14.633851074649135,14.633851074649135,,,,,6.241332854982771,theta_star,14.633851074649135,0.6780744626754327,15.311925537324568,1.4,16.711925537324568,1.2491329848121426,7.4745791409013185,9.237346396423249,54.0,0.852,7.175,0.2777777777777778,True,6.1125,6.1125,top70,1.0625,9.343596396423248,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.6780744626754327,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
14,CeeDee Lamb,DAL,WR,11.3,6,11,-3,10.59,11.220683505587504,11.220683505587504,vet,6,93.0,17.72019257703081,2.9076923076923076,17.839163741548816,10.782394134943546,43.140579588937385,14.836707266036667,0.579126763028035,17.789091962431797,27.40041067761807,-0.046596258804945674,15.709106812150623,16.942679786738434,16.942679786738434,,,,,6.244373013062324,theta_star,16.942679786738434,-0.471339893369219,16.471339893369215,0.0,16.471339893369215,1.2494371745972588,7.920755406757527,8.550584486611688,54.0,0.833,9.075,0.2037037037037037,True,4.65,4.6875,top70,4.424999999999999,8.99308448661169,,0.0,0.0,0.0,-0.4713398933692172,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
15,Kenneth Walker,KC,RB,26.5,14,26,11,24.82,21.905821305289543,21.905821305289543,vet,4,58.0,13.085563874034461,2.6470588235294117,14.434106455309395,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,13.841308702396379,25.864476386036962,-0.03191461738651105,12.210889828156173,13.456815979565349,13.456815979565349,,,,,6.582947187996207,theta_star,13.456815979565349,1.6465920102173275,15.103407989782676,1.4,16.503407989782676,1.2828627350574386,7.4745791409013185,9.028828848881357,54.0,0.796,3.125,0.3888888888888889,True,6.1125,6.1125,top70,-2.9875,8.730078848881357,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6465920102173257,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
16,Rashee Rice,KC,WR,11.4,7,12,-4,22.61,21.077558739681457,21.077558739681457,vet,3,27.0,18.79970238095238,2.3333333333333335,15.39774859415863,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,16.650898074386422,26.360027378507873,-0.02554489802213598,16.72278274187241,15.885840425369702,15.885840425369702,,,,,6.810573101316178,theta_star,15.885840425369702,1.1270797873151484,17.01292021268485,0.0,17.01292021268485,1.3048537371403144,7.920755406757527,9.092164805927323,48.0,0.583,0.0,0.5,True,4.65,4.6875,top70,-4.65,8.627164805927324,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.1270797873151492,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
17,Derrick Henry,BAL,RB,16.1,9,17,0,20.91,21.077558739681457,21.077558739681457,vet,10,152.0,17.48787907538382,2.9941463414634146,14.434106455309395,11.74653700580229,39.64076972639763,13.239422929148768,0.5298744960616499,15.86976284723502,32.6570841889117,-0.1019318701022357,13.813780775507619,14.142475532486685,14.142475532486685,,,,,6.224190376419011,theta_star,14.142475532486685,-1.7763568394002505e-15,14.142475532486683,1.4,15.542475532486684,1.764113144956838,7.4745791409013185,8.067896391585364,54.0,0.944,10.125,0.2037037037037037,True,6.1125,6.1125,top70,4.0125,8.469146391585364,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
18,Justin Jefferson,MIN,WR,13.3,8,14,-4,12.15,11.220683505587504,11.220683505587504,vet,6,94.0,15.596991129785248,2.9076923076923076,17.839163741548816,10.782394134943546,43.140579588937385,14.836707266036667,0.579126763028035,16.895493296585997,27.211498973305954,-0.04510648293528478,14.176179326767544,16.297511633921964,16.297511633921964,,,,,6.244373013062324,theta_star,16.297511633921964,-3.552713678800501e-15,16.29751163392196,0.0,16.29751163392196,1.7669709976485641,7.920755406757527,8.376756227164433,54.0,0.815,4.7,0.3333333333333333,True,4.65,4.6875,top70,0.04999999999999982,8.381756227164434,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
19,Ashton Jeanty,LV,RB,14.1,7,15,-4,17.84,14.332959804660137,14.332959804660137,soph,1,17.0,14.41764705882353,1.0,15.768437837349294,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,15.415687346169623,22.748802190280628,0.07556472686361644,14.85328276004145,15.529450861602957,15.529450861602957,,,,,11.442449765890137,theta_star,15.529450861602957,-1.1147254308014762,14.41472543080148,1.4,15.81472543080148,1.6913345149533652,7.4745791409013185,8.340146289900161,18.0,0.944,7.6,0.2777777777777778,False,6.1125,6.1125,top70,0.0,8.340146289900161,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.114725430801478,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
20,Cam Skattebo,NYG,RB,30.6,16,32,12,42.95,33.76254598473099,33.76254598473099,soph,1,8.0,15.9625,1.0,13.416324058711414,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,14.081241844794953,24.569472963723477,0.009738780181147443,14.724020194250137,13.757820655711054,13.757820655711054,,,,,11.442449765890137,theta_star,13.757820655711054,0.3310896721444738,14.088910327855528,1.4,15.488910327855528,1.6913345149533652,7.4745791409013185,8.014331186954209,18.0,0.444,0.0,0.6111111111111112,False,6.1125,6.1125,top70,0.0,8.014331186954209,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.33108967214447294,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
21,Jeremiyah Love,ARI,RB,25.6,13,25,4,19.34,21.077558739681457,21.077558739681457,rookie,0,0.0,,0.0,14.434106455309395,13.882089022740637,35.36523585755328,inf,1.0,14.434106455309395,21.253935660506503,0.02643821379475189,,14.434106455309395,14.434106455309395,,,,,13.882089022740637,theta_star,14.434106455309395,-0.5170532276546975,13.917053227654698,1.4,15.317053227654698,1.8629337765162666,7.4745791409013185,7.84247408675338,,,,,False,6.1125,6.1125,top70,0.0,7.84247408675338,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.5170532276546974,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
22,Kyren Williams,LAR,RB,32.2,17,33,11,42.54,33.76254598473099,33.76254598473099,vet,4,53.0,15.882892156862745,2.6470588235294117,13.416324058711414,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,14.500587949443492,26.015058179329227,-0.036512987632611474,13.89828664259201,13.628187103067386,13.628187103067386,,,,,6.582947187996207,theta_star,13.628187103067386,0.0,13.628187103067386,1.4,15.028187103067387,1.8142418785812722,7.4745791409013185,7.553607962166068,54.0,0.833,8.95,0.2037037037037037,True,6.1125,6.1125,top70,2.8374999999999995,7.8373579621660685,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
23,George Pickens,DAL,WR,21.6,11,22,-1,28.15,22.31095833317905,22.31095833317905,vet,4,64.0,14.679516806722688,2.6470588235294117,15.39774859415863,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,15.111770989509903,25.49486652977413,0.013339374053078472,14.134714475310433,14.894847611194216,14.894847611194216,,,,,6.489179463816703,theta_star,14.894847611194216,0.552576194402894,15.44742380559711,0.0,15.44742380559711,1.2736933955839513,7.920755406757527,7.526668398839583,54.0,0.889,6.075,0.35185185185185186,True,4.65,4.6875,top70,1.4249999999999998,7.669168398839583,,0.0,0.0,0.0,-0.0,0.5525761944028923,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
24,Javonte Williams,DAL,RB,36.7,18,38,14,38.91,33.76254598473099,33.76254598473099,vet,5,70.0,12.740607210626187,2.8181818181818183,13.416324058711414,11.74653700580229,39.64076972639763,14.066079580334641,0.5449304038355045,13.108825865531724,26.351813826146476,-0.04687771450085186,11.74240686930398,12.654575239314966,12.654575239314966,,,,,6.40104515424054,theta_star,12.654575239314966,0.8827123803425163,13.537287619657482,1.4,14.937287619657482,1.2650143432230858,7.4745791409013185,7.462708478756164,54.0,0.907,6.1499999999999995,0.37037037037037035,True,6.1125,6.1125,top70,0.037499999999999645,7.466458478756164,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8827123803425172,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
25,Drake London,ATL,WR,10.6,5,10,-15,18.86,14.332959804660137,14.332959804660137,vet,4,60.0,15.664333660130719,2.6470588235294117,16.42261932202348,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,16.120693507793337,25.10609171800137,0.030516267387823384,15.037687784243868,15.871182570399595,15.871182570399595,,,,,6.489179463816703,theta_star,15.871182570399595,-0.4855912851997939,15.385591285199801,0.0,15.385591285199801,1.2736933955839513,7.920755406757527,7.464835878442274,54.0,0.833,4.575,0.37037037037037035,True,4.65,4.6875,top70,-0.07500000000000018,7.457335878442274,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.48559128519979755,-0.0,-0.0,-0.0,0.0
26,Josh Jacobs,GB,RB,24.6,12,24,-2,28.56,22.31095833317905,22.31095833317905,vet,7,105.0,16.11477060842508,2.953488372093023,14.434106455309395,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,15.218507880372972,28.553045859000683,-0.09801080562139451,13.013396961923654,13.771031355416776,13.771031355416776,,,,,6.264180313757624,theta_star,13.771031355416776,-0.23420627108335346,13.536825084333422,1.4,14.936825084333423,1.5829314974132802,7.4745791409013185,7.462245943432104,54.0,0.833,5.875,0.2962962962962963,True,6.1125,6.1125,top70,-0.23749999999999982,7.4384959434321045,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.2342062710833552,-0.0,-0.0,1.4
27,Chase Brown,CIN,RB,12.2,6,13,-14,26.14,21.905821305289543,21.905821305289543,vet,3,40.0,15.10171068427371,2.3333333333333335,14.434106455309395,11.74653700580229,39.64076972639763,16.988901311313267,0.5912177543223429,14.707011211249327,26.4476386036961,-0.04985838368927425,13.181766249608296,13.92217201367048,13.92217201367048,,,,,6.94476122963473,theta_star,13.92217201367048,1.7763568394002505e-15,13.922172013670481,1.4,15.322172013670482,1.8634324819583254,7.4745791409013185,7.847592872769163,54.0,0.833,1.45,0.42592592592592593,True,6.1125,6.1125,top70,-4.6625,7.381342872769164,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
